記録の分類_タイプ産地or標本記録or文献記録or疑わしいかどうか,和名,学名,Latitude_assumed,Longitude_assumed,日付,都道府県_jp,島_jp,Genus,Family,Order,文献ID,掲載ページ,オリジナル,文献中の和名,文献中で有効とされる学名_文献紹介など、その文献中で有効とされる学名がわからない場合はハイフンを記入してください。,場所（原文ママ）,メモ,記入者,記入日付
7_疑わしい文献記録,フェルヘフフジヤスデ,Anaulaciulus simplex,40.594659,140.392092,-,青森県,本州,Anaulaciulus,Julidae,Julida,L00147,224,no,-,Fusiulus simplex,Hirosaki 弘前,,Ryosuke Kuwahara,2022-IX-28
7_疑わしい文献記録,ペキンヤケヤスデ,Orthomorphella pekuensis,35.68703416,139.7591481,-,東京都,本州,Orthomorphella,Paradoxosomatidae,Polydesmida,L00212,45,no,-,Orthomorpha (Kalorthomorpha) circofera circofera,東京,,Ryosuke Kuwahara,2022-XI-21
7_疑わしい文献記録,ホルストアマビコヤスデ,Riukiaria holstii,26.521944,127.992028,-,沖縄県,沖縄島,Riukiaria,Xystodesmidae,Polydesmida,L00155,68,no,クロオキナワヤスデ,Riukiaria falcifera,沖繩本島久志川上流,,Ryosuke Kuwahara,2023-VII-20
7_疑わしい文献記録,ヘラババヤスデ,Parafontaria falcifera,36.487538,138.918921,-,群馬県,本州,Parafontaria,Xystodesmidae,Polydesmida,L00155,80,no,ヘラババヤスデ,Japonaria falcifera,伊香保,,Ryosuke Kuwahara,2023-VII-20
7_疑わしい文献記録,フトハシババヤスデ,Parafontaria terminalis,31.59864053,130.5519356,-,鹿児島県,九州,Parafontaria,Xystodesmidae,Polydesmida,L00155,81,no,フトハシババヤスデ,Japonaria terminalis,鹿児島市城山,,Ryosuke Kuwahara,2023-VII-20
7_疑わしい文献記録,ヒガシオビヤスデ,Epanerchodus orientalis,35.459028,139.567417,-,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00155,105,no,ヒガシオビヤスデ,Epanerchodus orientalis orientalis,横浜,,Ryosuke Kuwahara,2023-VII-22
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,33.717389,132.894417,-,愛媛県,四国,Tokyosoma,Diplomaragnidae,Chordeumatida,L00155,129,no,フトケヤスデ,Tokyosoma takakuwai,皿ヶ嶺 (松山市附近),,Ryosuke Kuwahara,2023-VII-22
7_疑わしい文献記録,トリイリュウガヤスデ,Skleroprotopus toriii,35.960497,139.060989,-,埼玉県,本州,Skleroprotopus,Mongoliulidae,Julida,L00155,141,no,トリイリュウガヤスデ,Skleroprotopus toriii,秩父石灰洞 (埼玉県),,Ryosuke Kuwahara,2023-VII-22
7_疑わしい文献記録,フェルヘフフジヤスデ,Anaulaciulus simplex,40.594659,140.392092,-,青森県,本州,Anaulaciulus,Julidae,Julida,L00155,171,no,フェルヘフフジヤスデ,Fusiulus simplex,弘前,,Ryosuke Kuwahara,2023-IX-25
7_疑わしい文献記録,ヤマシナフジヤスデ,Anaulaciulus yamashinai,28.2678467,129.3621196,-,鹿児島県,奄美大島,Anaulaciulus,Julidae,Julida,L00155,174,no,ヤマシナフジヤスデ,Fusiulus yamashinai,奄美大島,,Ryosuke Kuwahara,2023-IX-25
7_疑わしい文献記録,ヒロサミフジヤスデ,Anaulaciulus hirosaminus,35.68703416,139.7591481,-,東京都,本州,Anaulaciulus,Julidae,Julida,L00155,180,no,ヒロサミフジヤスデ,Fusiulus hirosaminus,東京,,Ryosuke Kuwahara,2023-IX-26
7_疑わしい文献記録,ヒロサミフジヤスデ,Anaulaciulus hirosaminus,35.872722,139.663333,-,埼玉県,本州,Anaulaciulus,Julidae,Julida,L00155,180,no,ヒロサミフジヤスデ,Fusiulus hirosaminus,浦和,,Ryosuke Kuwahara,2023-IX-26
7_疑わしい文献記録,オビババヤスデ,Parafontaria laminata,33.6033758,133.7451842,-,高知県,四国,Parafontaria,Xystodesmidae,Polydesmida,L00162,333,no,オビババヤスデ,Japonaria laminata,高知県竜河洞,,Ryosuke Kuwahara,2022-X-17
7_疑わしい文献記録,オビババヤスデ,Parafontaria laminata,33.5157349,133.3576144,-,高知県,四国,Parafontaria,Xystodesmidae,Polydesmida,L00162,333,no,オビババヤスデ,Japonaria laminata,高知県猿田の穴,,Ryosuke Kuwahara,2022-X-17
7_疑わしい文献記録,フモトオビヤスデ,Epanerchodus acer,35.450964,138.652375,-,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00162,333,no,フモトオビヤスデ,Epanerchodus acer,静岡県富士風穴,原記載では日本語の記載とドイツ語の記載で採集場所が異なり，山梨県の富士風穴と栃木県日光市が示されている．また，Uéno (1971: p. 210)[L01118]によれば富士風穴からはヤスデは得られておらず，富岳風穴の可能性が指摘されている．上記3地点はいずれも確実な産地とは言えないことから，疑わしい記録として扱う．,Ryosuke Kuwahara,2022-X-17
7_疑わしい文献記録,ムシロオビヤスデ,Epanerchodus fontium,36.567184,136.660292,-,石川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00162,334,no,ムシロオビヤスデ,Epanerchodus fontium,石川県金沢市,,Ryosuke Kuwahara,2022-X-17
7_疑わしい文献記録,コンピラオビヤスデ,Epanerchodus simplicicornutus,33.598106,133.773651,-,高知県,四国,Epanerchodus,Polydesmidae,Polydesmida,L00162,336,no,コンピラオビヤスデ,Epanerchodus simplicicornutus,高知県香美郡西川村峰の岡洞,同定は疑わしい (桒原 2024: p. 77[L01804]),Ryosuke Kuwahara,2022-X-17
7_疑わしい文献記録,トリイリュウガヤスデ,Skleroprotopus toriii,35.960497,139.060989,-,埼玉県,本州,Skleroprotopus,Mongoliulidae,Julida,L00162,340,no,トリイリュウガヤスデ,Skleroprotopus toriii,埼玉県橋立鍾乳洞,,Ryosuke Kuwahara,2022-X-17
7_疑わしい文献記録,ヤマトタマヤスデ,Hyleoglomeris japonica,36.14637167,136.1446795,-,福井県,本州,Hyleoglomeris,Glomeridae,Glomerida,L00079,61,no,ヤマトタマヤスデ,Hyleoglomeris japonica,福井県鶉村,,Ryosuke Kuwahara,2023-XI-14
7_疑わしい文献記録,フイリタマヤスデ,Hyleoglomeris stuxbergi,36.7578036,139.5993576,-,栃木県,本州,Hyleoglomeris,Glomeridae,Glomerida,L00079,62,no,フイリタマヤスデ,Hyleoglomeris stuxbergi,日光,,Ryosuke Kuwahara,2023-XI-14
7_疑わしい文献記録,フイリタマヤスデ,Hyleoglomeris stuxbergi,35.3643444,138.8159942,-,静岡県,本州,Hyleoglomeris,Glomeridae,Glomerida,L00079,62,no,フイリタマヤスデ,Hyleoglomeris stuxbergi,富士山麓須走,,Ryosuke Kuwahara,2023-XI-14
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,35.68703416,139.7591481,-,東京都,本州,Hyleoglomeris,Glomeridae,Glomerida,L00079,62,no,ミクニタマヤスデ,Hyleoglomeris insularum,東京付近,,Ryosuke Kuwahara,2023-XI-14
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,34.14143724,135.3940369,-,和歌山県,本州,Hyleoglomeris,Glomeridae,Glomerida,L00079,62,no,ミクニタマヤスデ,Hyleoglomeris insularum,北部紀伊,,Ryosuke Kuwahara,2023-XI-14
7_疑わしい文献記録,キリシマジーケルヤスデ,Cawjeekelia nordenskioeldi,34.14143724,135.3940369,-,和歌山県,本州,Cawjeekelia,Paradoxosomatidae,Polydesmida,L00079,69,no,キリシマヤケヤスデ,Oxidus nordenskioeldi,紀州,,Ryosuke Kuwahara,2023-XI-19
7_疑わしい文献記録,キリシマジーケルヤスデ,Cawjeekelia nordenskioeldi,40.596817,140.9531709,-,青森県,本州,Cawjeekelia,Paradoxosomatidae,Polydesmida,L00079,69,no,キリシマヤケヤスデ,Oxidus nordenskioeldi,青森県蔦温泉,,Ryosuke Kuwahara,2023-XI-19
7_疑わしい文献記録,ヤマトアカヤスデ,Nedyopus patrioticus patrioticus,36.2253757,140.1074925,-,茨城県,本州,Nedyopus,Paradoxosomatidae,Polydesmida,L00079,72,no,ヤマトアカヤスデ,Nedyopus patrioticus patrioticus,築波山,,Ryosuke Kuwahara,2023-XI-19
7_疑わしい文献記録,ヘラババヤスデ,Parafontaria falcifera,36.487538,138.918921,-,群馬県,本州,Parafontaria,Xystodesmidae,Polydesmida,L00079,86,no,ヘラババヤスデ,Japonaria falcifera,伊香保,,Ryosuke Kuwahara,2023-XI-24
7_疑わしい文献記録,フトハシババヤスデ,Parafontaria terminalis,31.59864053,130.5519356,-,鹿児島県,九州,Parafontaria,Xystodesmidae,Polydesmida,L00079,86,no,フトハシババヤスデ,Japonaria terminalis,鹿児島県城山,,Ryosuke Kuwahara,2023-XI-24
7_疑わしい文献記録,ミドリババヤスデ種複合体の一種,Parafontaria sp. [acutidens],37.47776,138.994766,-,新潟県,本州,Parafontaria,Xystodesmidae,Polydesmida,L00079,86,no,ニクイロババヤスデ,Japonaria acutidens,新潟県栃尾,Takakuwa (1954: p. 83)[L00155] の記録の引用である．なぜ高桑が栃尾と湯沢という異なる地点を「または」でつないだのか不明である．どちらも疑わしい記録として扱うこととする．,Ryosuke Kuwahara,2023-XI-13
7_疑わしい文献記録,ミドリババヤスデ種複合体の一種,Parafontaria sp. [acutidens],36.938319,138.801956,-,新潟県,本州,Parafontaria,Xystodesmidae,Polydesmida,L00079,86,no,ニクイロババヤスデ,Japonaria acutidens,湯沢,Takakuwa (1954: p. 83)[L00155] の記録の引用である．なぜ高桑が栃尾と湯沢という異なる地点を「または」でつないだのか不明である．どちらも疑わしい記録として扱うこととする．,Ryosuke Kuwahara,2023-XI-13
7_疑わしい文献記録,ミドリババヤスデ種複合体の一種,Parafontaria sp. [circula],34.14143724,135.3940369,-,和歌山県,本州,Parafontaria,Xystodesmidae,Polydesmida,L00079,89,no,マルババヤスデ,Japonaria circula,北紀伊,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,キイオビヤスデ,Epanerchodus aculeatus,34.797175,137.485256,-,愛知県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00079,98,no,キイオビヤスデ,Epanerchodus aculeatus,愛知県八名郡石巻村蛇穴鍾乳洞,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ヒガシオビヤスデ,Epanerchodus orientalis,35.459028,139.567417,-,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00079,99,no,ヒガシオビヤスデ,Epanerchodus orientalis,横浜,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ミヨシオビヤスデ,Epanerchodus miyosii,33.717389,132.894417,-,愛媛県,四国,Epanerchodus,Polydesmidae,Polydesmida,L00079,100,no,ミヨシオビヤスデ,Epanerchodus miyosii,松山市東方皿ヶ嶺,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,チビオビヤスデ,Epanerchodus jaegerskioeldi insularum,34.7408808,139.3856263,-,東京都,伊豆大島,Epanerchodus,Polydesmidae,Polydesmida,L00079,101,no,チビオビヤスデ,Epanerchodus jaegerskioeldi insularum,伊豆大島,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ヤマトオビヤスデ,Epanerchodus japonicus,40.596817,140.9531709,-,青森県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00079,101,no,ヤマトオビヤスデ,Epanerchodus japonicus,青森県蔦温泉,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ノトオビヤスデ,Epanerchodus tremorum,39.45360369,141.0676375,-,岩手県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00079,102,no,ノトオビヤスデ,Epanerchodus tremorum,岩手県花巻温泉,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ムシロオビヤスデ,Epanerchodus fontium,36.567184,136.660292,-,石川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00079,103,no,ムシロオビヤスデ,Epanerchaodus[sic] fontium,金沢,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,イボオビヤスデ,Epanerchodus gibbosus,36.487538,138.918921,-,群馬県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00079,106,no,イボオビヤスデ,Epanerchodus gibbosus,群馬県伊香保,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,フモトオビヤスデ,Epanerchodus acer,35.450964,138.652375,-,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00079,107,no,フモトオビヤスデ,Epanerchodus acer,富士山麓富士風穴,原記載では日本語の記載とドイツ語の記載で採集場所が異なり，山梨県の富士風穴と栃木県日光市が示されている．また，Uéno (1971: p. 210)[L01118]によれば富士風穴からはヤスデは得られておらず，富岳風穴の可能性が指摘されている．上記3地点はいずれも確実な産地とは言えないことから，疑わしい記録として扱う．,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ハガヤスデ,Ampelodesmus granulosus,35.6115718,139.6265863,-,東京都,本州,Ampelodesmus,Pyrgodesmidae,Polydesmida,L00079,119,no,ハガヤスデ,Ampelodesmus granulosus,二子玉川,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ヒロサミフジヤスデ,Anaulaciulus hirosaminus,35.68703416,139.7591481,-,東京都,本州,Anaulaciulus,Julidae,Julida,L00079,150,no,ヒロサミフジヤスデ,Fusiulus hirosaminus,東京,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ヒロサミフジヤスデ,Anaulaciulus hirosaminus,35.872722,139.663333,-,埼玉県,本州,Anaulaciulus,Julidae,Julida,L00079,150,no,ヒロサミフジヤスデ,Fusiulus hirosaminus,浦和,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,フェルヘフフジヤスデ,Anaulaciulus simplex,40.594659,140.392092,-,青森県,本州,Anaulaciulus,Julidae,Julida,L00079,151,no,フェルヘフフジヤスデ,Fusiulus simplex,弘前,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,ヤマシナフジヤスデ,Anaulaciulus yamashinai,28.2678467,129.3621196,-,鹿児島県,奄美大島,Anaulaciulus,Julidae,Julida,L00079,152,no,ヤマシナフジヤスデ,Fusiulus yamashinai,奄美大島,,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,タマモヒラタヤスデ,Symphyopleurium okazakii,33.717389,132.894417,-,愛媛県,四国,Symphyopleurium,Andrognathidae,Platydesmida,L00079,161,no,タマモヒラタヤスデ,Trichozonium okazakii,愛媛県 (皿ヶ嶺),,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,タマモヒラタヤスデ,Symphyopleurium okazakii,33.711432,133.066063,-,愛媛県,四国,Symphyopleurium,Andrognathidae,Platydesmida,L00079,161,no,タマモヒラタヤスデ,Trichozonium okazakii,愛媛県 (面河),,Ryosuke Kuwahara,2024-IX-25
7_疑わしい文献記録,トリイリュウガヤスデ,Skleroprotopus toriii,35.960497,139.060989,1938-VI-03,埼玉県,本州,Skleroprotopus,Mongoliulidae,Julida,L01493,561,no,-,Skleroprotopus toriii,"limestone cave in the garden of Hashitate temple, Kagemori of Chichibu",,Ryosuke Kuwahara,2023-VII-11
7_疑わしい文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.936169,138.962992,-,埼玉県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01493,562,no,-,Epanerchodus inferus,"limestone cave of Ohchigawa, Chichibu","p. 564, 577では大血川付近の鍾乳洞はEpanerchodus inferusの分布に含まれておらず，大血川付近の鍾乳洞の記録は書き誤りであろう．",Ryosuke Kuwahara,2023-VII-11
7_疑わしい文献記録,ホラズミオビヤスデ,Epanerchodus inferus,36.038444,139.238333,-,埼玉県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01493,562,no,-,Epanerchodus inferus,"limestone cave of Furudera, Ogawamachi, Saitama prefecture","p. 564, 577では古寺鍾乳洞はEpanerchodus inferusの分布に含まれておらず，古寺鍾乳洞からの記録は書き誤りであろう．",Ryosuke Kuwahara,2023-VII-11
7_疑わしい文献記録,チビシロオビヤスデ,Epanerchodus isikawai,36.4768582,139.5870461,-,栃木県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01493,564,no,-,Epanerchodus isikawai,"Izuru cave, Kôchi prefecture",同定は疑わしい (桒原 2024: p. 77[L01804]),Ryosuke Kuwahara,2023-VII-12
7_疑わしい文献記録,コンピラオビヤスデ,Epanerchodus simplicicornutus,33.598106,133.773651,-,高知県,四国,Epanerchodus,Polydesmidae,Polydesmida,L01493,564,no,-,Epanerchodus simplicicornutus,"Mineno-oka-dô cave, Nishikawa, Kôchi prefecture",同定は疑わしい (桒原 2024: p. 77[L01804]),Ryosuke Kuwahara,2023-VII-12
7_疑わしい文献記録,コンピラオビヤスデ,Epanerchodus simplicicornutus,33.598106,133.773651,-,高知県,四国,Epanerchodus,Polydesmidae,Polydesmida,L01493,577,no,-,Epanerchodus simplicicornutus,"Mineno-oka cave, Nishikawa-mura, Kami-gun, Kôchi Prefecture",同定は疑わしい (桒原 2024: p. 77[L01804]),Ryosuke Kuwahara,2023-VII-12
7_疑わしい文献記録,トウマフサヤスデ,Monographis kraepelini,26.2170449,127.7194833,-,沖縄県,沖縄島,Monographis,Polyxenidae,Polyxenida,L00552,3,no,トウマフサヤスデ,Monographis kreapelini[sic],沖縄本島首里,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2022-XII-19
7_疑わしい文献記録,ヤマシナタマヤスデ,Hyleoglomeris yamashinai,26.4552683,127.9215829,-,沖縄県,沖縄島,Hyleoglomeris,Glomeridae,Glomerida,L00552,3,no,-,Hyleoglomeridae[sic] yamashinai,沖縄,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2022-XII-17
7_疑わしい文献記録,タメトモヤスデ,Eutrichodesmus nodulosus,24.3653137,124.1772102,-,沖縄県,石垣島,Eutrichodesmus,Haplodesmidae,Polydesmida,L00552,4,no,タメトモヤスデ,Kylindogaster nodulosa,琉球,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2022-XII-19
7_疑わしい文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.4552683,127.9215829,-,沖縄県,沖縄島,Epanerchodus,Polydesmidae,Polydesmida,L00552,4,no,ホラオビヤスデ,E. Subterraneus[sic],琉球,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2022-XII-19
7_疑わしい文献記録,（コバアマビコヤスデ）,Riukiaria spiralipes,26.321364,126.779714,-,沖縄県,久米島,Riukiaria,Xystodesmidae,Polydesmida,L00552,4,no,コバアマビコヤスデ,Rhysodesmus spiralipes,久米島,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2022-XII-19
7_疑わしい文献記録,ヒロサミフジヤスデ,Anaulaciulus hirosaminus,35.872722,139.663333,-,埼玉県,本州,Anaulaciulus,Julidae,Julida,L00930,467,no,ヒロサミフジヤスデ,Anaulaciulus hirosaminus,浦和,,Ryosuke Kuwahara,2024-I-02
7_疑わしい文献記録,トリイリュウガヤスデ,Skleroprotopus toriii,35.960497,139.060989,-,埼玉県,本州,Skleroprotopus,Mongoliulidae,Julida,L00930,468,no,トリイリュウガヤスデ,Skleroprotopus toriii,橋立洞,,Ryosuke Kuwahara,2024-I-02
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,34.9066437,139.0911047,-,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01067,46,no,オビヤスデ属の一種,Epanerchodus sp.,穴の原,,Ryosuke Kuwahara,2023-IV-11
7_疑わしい文献記録,フイリタマヤスデ,Hyleoglomeris stuxbergi,36.7578036,139.5993576,-,栃木県,本州,Hyleoglomeris,Glomeridae,Glomerida,L01141,696,no,フイリタマヤスデ,Hyleoglomeris stuxbergi,東照宮境内,,Ryosuke Kuwahara,2023-IV-11
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.727861,139.619917,-,栃木県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01141,697,no,オビヤスデ属の1種,Epanerchodus sp.,七里,,Ryosuke Kuwahara,2023-IV-14
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.77868333,139.6128889,-,栃木県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01141,697,no,オビヤスデ属の1種,Epanerchodus sp.,霧降,,Ryosuke Kuwahara,2023-IV-14
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.81261812,139.4204108,-,栃木県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01141,697,no,オビヤスデ属の1種,Epanerchodus sp.,湯元,,Ryosuke Kuwahara,2023-IV-14
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.7499853,139.5861525,-,栃木県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01141,697,no,オビヤスデ属の1種,Epanerchodus sp.,東大植物園日光分園,,Ryosuke Kuwahara,2023-IV-14
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,36.7499853,139.5861525,-,栃木県,本州,Tokyosoma,Diplomaragnidae,Chordeumatida,L01141,698,no,フトケヤスデ,Tokyosoma takakuwai,東大植物園日光分園,,Ryosuke Kuwahara,2023-IV-14
7_疑わしい文献記録,フイリタマヤスデ,Hyleoglomeris stuxbergi,35.162245,140.152302,-,千葉県,本州,Hyleoglomeris,Glomeridae,Glomerida,L01397,54,no,フイリタマヤスデ,Hyleoglomeris stuxbergi,清澄,,Ryosuke Kuwahara,2023-V-19
7_疑わしい文献記録,ヤマトタマヤスデ,Hyleoglomeris japonica,35.162245,140.152302,-,千葉県,本州,Hyleoglomeris,Glomeridae,Glomerida,L01397,54,no,ヤマトタマヤスデ,Hyleoglomeris japonica,清澄,,Ryosuke Kuwahara,2023-V-19
7_疑わしい文献記録,ムシロオビヤスデ,Epanerchodus fontium,35.39763042,140.2021954,-,千葉県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01397,54,no,ムシロオビヤスデ,Epanerchodus fontium,笠森,,Ryosuke Kuwahara,2023-V-19
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,34.99067126,139.8401056,-,千葉県,本州,Tokyosoma,Diplomaragnidae,Chordeumatida,L01397,54,no,フトケヤスデ,Tokyosoma takakuwai,鷹ノ島,,Ryosuke Kuwahara,2023-V-19
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,35.162245,140.152302,-,千葉県,本州,Tokyosoma,Diplomaragnidae,Chordeumatida,L01397,54,no,フトケヤスデ,Tokyosoma takakuwai,清澄,,Ryosuke Kuwahara,2023-V-19
7_疑わしい文献記録,アカヒラタヤスデ,Symphyopleurium hirsutum,35.17527714,140.096006,-,千葉県,本州,Symphyopleurium,Andrognathidae,Platydesmida,L01397,55,no,アカヒラタヤスデ,Trichozonium hirsutum,元清澄,富山市科学博物館所蔵の石井氏同定のアカヒラタヤスデ Trichozonium hirsutum を再同定したところ，タマモヒラタヤスデ Symphyopleurium okazakii 似の未記載種であった．そのため，本記録の同定は疑わしい．,Ryosuke Kuwahara,2023-V-19
7_疑わしい文献記録,ニホンフサヤスデ属の一種,Eudigraphis sp.,26.3831585,126.750946,-,沖縄県,久米島,Eudigraphis,Polyxenidae,Polyxenida,L00845,65,no,ニホンフサヤスデ,Eudigraphis takakuwai,久米島,,Ryosuke Kuwahara,2023-I-01
7_疑わしい文献記録,ホルストネジアシヤスデ,Helicorthomorpha holstii,26.3503959,126.7711774,-,沖縄県,久米島,Helicorthomorpha,Paradoxosomatidae,Polydesmida,L00845,65,no,ホルストネジアシヤスデ,Helicorthomorpha holstii,-,採集地が書かれていないため引用記録と思われるが，久米島からの他の記録を見つけることが出来ない．,Ryosuke Kuwahara,2023-I-01
7_疑わしい文献記録,オウギヤスデ,Cryptocorypha japonica,26.369581,126.733475,-,沖縄県,久米島,Cryptocorypha,Pyrgodesmidae,Polydesmida,L00845,66,no,オオギヤスデ,Cryptocorypha japonica,-,採集地が書かれていないため引用記録と思われるが，久米島からの他の記録を見つけることが出来ない．,Ryosuke Kuwahara,2023-I-01
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.902137,139.2557769,1950-IX-19,群馬県,本州,Epanerchodus,Polydesmidae,Polydesmida,L01404,640,no,オビヤスデ属の一種,Epanerchodus sp.,富士見峠,,Ryosuke Kuwahara,2023-V-31
7_疑わしい文献記録,フトハシババヤスデ,Parafontaria terminalis,31.59864053,130.5519356,-,鹿児島県,九州,Parafontaria,Xystodesmidae,Polydesmida,L00167,2175,no,-,Parafontaria terminalis,Kyushu: Kagoshima Prefecture,,Ryosuke Kuwahara,2022-XI-20
7_疑わしい文献記録,ニホンフサヤスデ属の一種,Eudigraphis sp.,24.7680462,125.3320857,-,沖縄県,宮古島,Eudigraphis,Polyxenidae,Polyxenida,L01640,161,no,フサヤスデ,Eudigrapis[sic] sp.,宮古島,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2023-XI-02
7_疑わしい文献記録,ボウニンジヤスデ,Rhinotus okabei,24.7680462,125.3320857,-,沖縄県,宮古島,Rhinotus,Siphonotidae,Polyzoniida,L01640,161,no,ボウニンジヤスデ,Rhinotus okabei,宮古島,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2023-XI-02
7_疑わしい文献記録,ヤマシナヒラタヤスデ,Yamasinaium noduligerum,24.7680462,125.3320857,-,沖縄県,宮古島,Yamasinaium,Andrognathidae,Platydesmida,L01640,161,no,ヤマシナヒラタヤスデ,Yamasinaium noduligerum,宮古島,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2023-XI-02
7_疑わしい文献記録,ヒモヤスデ,Dolichoglyphius asper asper,24.7680462,125.3320857,-,沖縄県,宮古島,Dolichoglyphius,Cambalopsidae,Spirostreptida,L01640,161,no,ヒモヤスデ,Dolichoglyphius asper asper,宮古島,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2023-XI-02
7_疑わしい文献記録,ヤマシナフジヤスデ,Anaulaciulus yamashinai,24.7680462,125.3320857,-,沖縄県,宮古島,Anaulaciulus,Julidae,Julida,L01640,161,no,ヤマシナフジヤスデ,Anaulaciulus yamasinai[sic],宮古島,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2023-XI-02
7_疑わしい文献記録,ヤケヤスデ,Oxidus gracilis,24.7680462,125.3320857,-,沖縄県,宮古島,Oxidus,Paradoxosomatidae,Polydesmida,L01640,161,no,ヤケヤスデ,Oxidux[sic] gracilis,宮古島,大嶺哲雄氏による同定である．大嶺氏の同定や報告には一貫性がなく，確かな記録として扱うことができない．十分な同定理由の無い記録は疑わしい記録として扱う．,Ryosuke Kuwahara,2023-XI-02
