記録の分類_タイプ産地or標本記録or文献記録or疑わしいかどうか,和名,学名,Latitude_assumed,Longitude_assumed,日付,都道府県_jp,島_jp,Genus,Family,Order,文献ID,掲載ページ,オリジナル,文献中の和名,文献中で有効とされる学名_文献紹介など、その文献中で有効とされる学名がわからない場合はハイフンを記入してください。,場所（原文ママ）,メモ,記入者,記入日付
6_文献記録,エゾヤマンバヤスデ,Levizonus montanus,43.0538203,142.1216003,1989-III-20,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,104,yes,-,Levizonus montanus エゾヤマンバヤスデ Levizonus montanus species yes Levizonus Xystodesmidae Polydesmida no no,"Deciduous broad-leaved forest, lakeside of Lake Shûparo-ko, 340 m alt., Yûbari-shi, Sorachi-shichô",,Natsuki Hirakizawa,2022-X-17
6_文献記録,エゾヤマンバヤスデ,Levizonus montanus,43.0996487,142.2510157,1985-VII-14,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,104,yes,-,Levizonus montanus エゾヤマンバヤスデ Levizonus montanus species yes Levizonus Xystodesmidae Polydesmida no no,"Mae-dake-shitsugen Marsh, 1,400 m alt., Mt. Yûbari-dake, Yûbari-shi, Sorachi-shichô",,Natsuki Hirakizawa,2022-X-17
6_文献記録,エゾヤマンバヤスデ,Levizonus montanus,43.0996487,142.2510157,1988-VI-12,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,104,yes,-,Levizonus montanus エゾヤマンバヤスデ Levizonus montanus species yes Levizonus Xystodesmidae Polydesmida no no,"Mt.Yûbari-dake, 700 m alt., Yûbari-shi, Sorachi-shichô",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0574853,141.2871242,1989-III-10,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broad-leaved forest, Mt. Sankaku-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0574853,141.2871242,1989-VII-13,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broad-leaved forest, Mt. Sankaku-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0574853,141.2871242,1989-VII-17,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broad-leaved forest, Mt. Sankaku-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0574853,141.2871242,1989-VII-21,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broad-leaved forest, Mt. Sankaku-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0574853,141.2871242,1989-IX-30,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broad-leaved forest, Mt. Sankaku-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0574853,141.2871242,1989-X-05,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broad-leaved forest, Mt. Sankaku-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0574853,141.2871242,1989-X-13,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broad-leaved forest, Mt. Sankaku-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0472806,141.3163846,1987-VII-23,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broadleaved forest, Mt.Maru-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0472806,141.3163846,1988-VII-19,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broadleaved forest, Mt.Maru-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0472806,141.3163846,1989-IV-30,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broadleaved forest, Mt.Maru-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0472806,141.3163846,1989-V-16,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broadleaved forest, Mt.Maru-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0472806,141.3163846,1989-V-17,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broadleaved forest, Mt.Maru-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0472806,141.3163846,1989-VII-25,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broadleaved forest, Mt.Maru-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,43.0230805,141.3223676,1989-IX,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Deciduous broadleaved forest, Mt.Moiwa-yama, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,42.9055562,141.3016889,1989-IX-15,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Entrance to Soranuma mountain path, 360 m alt., Mt. Soranuma-dake, Sapporo-shi",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,42.826976,140.806821,1989-VII-28,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Mt. Yôtei-zan, 500 m alt., Abuta-gun, Shiribeshi-shichô",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,42.826976,140.806821,1989-VII-07,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Mt. Yôtei-zan, 500 m alt., Abuta-gun, Shiribeshi-shichô",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,42.826976,140.806821,1989-VII-29,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Mt. Yôtei-zan, 500 m alt., Abuta-gun, Shiribeshi-shichô",,Natsuki Hirakizawa,2022-X-17
6_文献記録,キタヤスデ,Levizonus takakuwai,42.826976,140.806821,1989-VIII-04,北海道,北海道,Levizonus,Xystodesmidae,Polydesmida,L00701,109,yes,-,Levizonus takakuwai,"Mt. Yôtei-zan, 500 m alt., Abuta-gun, Shiribeshi-shichô",,Natsuki Hirakizawa,2022-X-17
6_文献記録,ヤマトオビヤスデ,Epanerchodus japonicus,35.031472,135.78675,-,京都府,本州,Epanerchodus,Polydesmidae,Polydesmida,L00080,518,yes,-,Epanerchodus japonicus,"backyard of Pesticide Research Institute, Kyoto University, Kyoto",,Ryosuke Kuwahara,2023-XI-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.493043,138.673118,1968-V-25,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Saiko-kômori-ana Cave, Aokigahara, Ashiwada-mura, Yamanashi Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.493043,138.673118,1972-VII-14,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Saiko-kômori-ana Cave, Aokigahara, Ashiwada-mura, Yamanashi Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.493043,138.673118,1986-V-25,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Saiko-kômori-ana Cave, Aokigahara, Ashiwada-mura, Yamanashi Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.470941,138.638555,1969-XI-02,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Nichi-dô Cave of the Shôji-o-ana caves, Aokigahara, Shôji, Kamikuisshiki-mura, Yamanashi Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.449057,138.661629,1973-VII-14,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Shoiko-daiichi-fûketsu Cave, Karumizu, Narusawa-mura, Yamanashi Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.3841759,138.6444584,1971-XII-05,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Inusuzumi-daigo-fûketsu Cave, Inusuzumi, Kamiidé, Fujinomiya-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.361581,138.591126,1970-VIII-16,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Hito-ana Cave, Hitoana, Kamiidé, Fujinomiya-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.361581,138.591126,1980-VI-21,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Hito-ana Cave, Hitoana, Kamiidé, Fujinomiya-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.361581,138.591126,1980-VII-24,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Hito-ana Cave, Hitoana, Kamiidé, Fujinomiya-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.27053889,138.6179222,1973-VII-15,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Yashiki-ana Cave, Kamikawazawa, Kitayama, Fujinomiya-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.142287,138.144408,1986-X-24,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Koyama-tunnel, Koyama, Honkawane-chô, Haibara-gun, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,フタバオビヤスデ,Epanerchodus bidens,35.142287,138.144408,1986-X-24–1987-I-07,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,161,yes,Futaba Obiyasude,Epanerchodus bidens,"Koyama-tunnel, Koyama, Honkawane-chô, Haibara-gun, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,35.960497,139.060989,1951-X-01,埼玉県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Hashidaté-dô Cave, Kami-kagemori, Chichibu-shi, Saitama Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,35.960497,139.060989,1951-XI-03,埼玉県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Hashidaté-dô Cave, Kami-kagemori, Chichibu-shi, Saitama Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,35.960497,139.060989,1951-X-01,埼玉県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Hashidaté-dô Cave, Kami-kagemori, Chichibu-shi, Saitama Pref.",,Ryosuke Kuwahara,2022-IX-10
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,36.0817255,139.0537566,1950-IX-30,埼玉県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Mizukuguri-dô Cave, Chichibu-gun, Saitama Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,36.0776007,138.7392825,1968-VIII-22,群馬県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Oinu-ana Cave, Nakagoshizawa, Ueno-mura, Tano-gun, Gunma Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,36.0776007,138.7392825,1968-IX-28,群馬県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Oinu-ana Cave, Nakagoshizawa, Ueno-mura, Tano-gun, Gunma Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,36.0776007,138.7392825,1979-V-05,群馬県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Oinu-ana Cave, Nakagoshizawa, Ueno-mura, Tano-gun, Gunma Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,36.07042222,138.751075,1979-V-04,群馬県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Hotoké-ana Cave, Otchizawa, Otchi, Ueno-mura, Tano-gun, Gunma Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,チチブオビヤスデ,Epanerchodus chichibensis,36.089636,138.829461,1968-IX-27,群馬県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,163,yes,Chichibu Obiyasude,Epanerchodus chichibensis,"Hotoké-ana Cave, Sanzugawa, Nakazato-mura, Tano-gun, Gunma Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.853639,139.070694,1954-X-16,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Kurasawa-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.853639,139.070694,1977-IV-01,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Kurasawa-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.853639,139.070694,1979-II-04,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Kurasawa-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.853639,139.070694,1979-VI-10,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Kurasawa-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.853639,139.070694,1979-XI-03,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Kurasawa-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.853639,139.070694,1986-X-26,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Kurasawa-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.8524515,139.0407576,1969-III-28,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Nippara-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.855304,139.041583,1978-X-15,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Mitsumata-dô Cave, Okutama-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.7625392,139.1561573,1986-X-25,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Ohtaké-dô Cave, Yôzawa, Itsukaichi-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ホラズミオビヤスデ,Epanerchodus inferus,35.7625392,139.1561573,1986-X-25,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,164,yes,Horazumi Obiyasude,Epanerchodus inferus,"Ohtaké-dô Cave, Yôzawa, Itsukaichi-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,イズオビヤスデ,Epanerchodus angulatus,34.9066437,139.0911047,1968-X-27,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,165,yes,Izu Obiyasude,Epanerchodus angulatus,Ananohara-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,イズオビヤスデ,Epanerchodus angulatus,34.906381,139.102099,1970-I-16,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,165,yes,Izu Obiyasude,Epanerchodus angulatus,"Iwamuro (an artificial tunnel), Itô-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,イズオビヤスデ,Epanerchodus angulatus,34.906381,139.102099,1970-I-20,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,165,yes,Izu Obiyasude,Epanerchodus angulatus,"Iwamuro (an artificial tunnel), Itô-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,イズオビヤスデ,Epanerchodus angulatus,34.906381,139.102099,1970-I-26,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,165,yes,Izu Obiyasude,Epanerchodus angulatus,"Iwamuro (an artificial tunnel), Itô-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,イズオビヤスデ,Epanerchodus angulatus,34.906381,139.102099,1972-III-12,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,165,yes,Izu Obiyasude,Epanerchodus angulatus,"Iwamuro (an artificial tunnel), Itô-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,イズオビヤスデ,Epanerchodus angulatus,34.906381,139.102099,1977-IX-16,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,165,yes,Izu Obiyasude,Epanerchodus angulatus,"Iwamuro (an artificial tunnel), Itô-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,イズオビヤスデ,Epanerchodus angulatus,34.906381,139.102099,1978-VI-29,静岡県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,165,yes,Izu Obiyasude,Epanerchodus angulatus,"Iwamuro (an artificial tunnel), Itô-shi, Shizuoka Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1952-VI-22,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1952-VI-22,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1951-VIII-31,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1952-VI-22,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1966-XII-25,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1979-II-20,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1985-VII-21,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1986-X-26,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1986-X-26,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.772157,139.173331,1986-X-26,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,Yôzawa-dô Cave,,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.7625392,139.1561573,1979-II-16,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"Ohtake-dô Cave, Yôzawa, Itsukaichi-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.7625392,139.1561573,1979-II-20,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"Ohtake-dô Cave, Yôzawa, Itsukaichi-machi, Nishitama-gun, west of Tokyo",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.7540716,139.1676739,1986-X-24,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"Mitsugô-dô Cave, same area",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.74539167,139.1895444,1972-X-15,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"Nutabata-dô Cave, same area",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.74539167,139.1895444,1986-XII-21,東京都,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"Nutabata-dô Cave, same area",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.233869,139.103369,1978-V-13,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"tuff mine called Shiraishijizô-no-ana, Yumoto, Hakoné-machi, Kanagawa Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.233869,139.103369,1978-V-13,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"tuff mine called Shiraishijizô-no-ana, Yumoto, Hakoné-machi, Kanagawa Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.233869,139.103369,1978-VII-15,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"tuff mine called Shiraishijizô-no-ana, Yumoto, Hakoné-machi, Kanagawa Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.233869,139.103369,1978-X-14,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"tuff mine called Shiraishijizô-no-ana, Yumoto, Hakoné-machi, Kanagawa Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.233869,139.103369,1978-XI-30,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"tuff mine called Shiraishijizô-no-ana, Yumoto, Hakoné-machi, Kanagawa Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.233869,139.103369,1979-VIII-13,神奈川県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"tuff mine called Shiraishijizô-no-ana, Yumoto, Hakoné-machi, Kanagawa Pref.",,Ryosuke Kuwahara,2022-IX-11
6_文献記録,ナガオビヤスデ,Epanerchodus longus,35.4436086,138.6614414,1969-IX-06,山梨県,本州,Epanerchodus,Polydesmidae,Polydesmida,L00290,166,yes,Naga Obiyasude,Epanerchodus longus,"Jinza-fûketsu Cave, Karumizu, Narusawa-mura, Yamanashi Pref.",,Ryosuke Kuwahara,2022-IX-11
