記録の分類_タイプ産地or標本記録or文献記録or疑わしいかどうか,和名,学名,Latitude_assumed,Longitude_assumed,日付,都道府県_jp,島_jp,文献ID,掲載ページ,文献中の和名,文献中で有効とされる学名_文献紹介など、その文献中で有効とされる学名がわからない場合はハイフンを記入してください。,場所（原文ママ）
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.567158,139.46483,1969-IX-04,東京都,本州,L00168,1481,-,Xystodesmus martensii,"Campus of Tamagawa-gakuen University, Machida-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.567158,139.46483,1969-XI-14,東京都,本州,L00168,1481,-,Xystodesmus martensii,"Campus of Tamagawa-gakuen University, Machida-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.2500528,139.628067,1979-XI-04,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"Mt. Ôkusu-yama, Yokosuka-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.335511,139.575742,1989-VII-06,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"<i>Cryptomeria japonica</i> forest, Mt. Ôhira-yama, Kamakura-shio"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.359372,139.472963,1986-IX-23,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"Fujisawa 6-chôme, Fujisawa-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.359372,139.472963,1987-VI-03,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"Fujisawa 6-chôme, Fujisawa-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.359372,139.472963,1987-VII-30,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"Fujisawa 6-chôme, Fujisawa-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.299806,139.480917,1963-VIII-22,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"Enoshima Is., Fujisawa-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.4191211,139.2614736,1979-XI-14,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"Mt. Ôyama, Isehara-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.232106,139.029781,1969-III-18,神奈川県,本州,L00168,1481,-,Xystodesmus martensii,"Hakone-machi, Ashigarashimo-gun"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.49870631,138.8014197,1977-IX-06,山梨県,本州,L00168,1481,-,Xystodesmus martensii,Yamanashi Pref.: Fujiyosida-shi
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.5529613,138.7520514,1970-VI-22,山梨県,本州,L00168,1481,-,Xystodesmus martensii,Misaka-sanchi
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.5529613,138.7520514,1970-VI-23,山梨県,本州,L00168,1481,-,Xystodesmus martensii,Misaka-sanchi
6_文献記録,タカクワヤスデ,Xystodesmus martensii,36.487538,138.918921,-,群馬県,本州,L00168,1481,-,Xystodesmus martensii,"Gunma Pref.: Ikaho-machi, Kitagunma-gun"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.961575,139.060633,-,埼玉県,本州,L00168,1481,-,Xystodesmus martensii,Saitama Pref.: Chichibu-sanchi chichibu-gun
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.7829416,139.1495027,-,東京都,本州,L00168,1481,-,Xystodesmus martensii,"Tokyo Pref.: Mt. Mitake, Oume-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.459028,139.567417,-,神奈川県,本州,L00168,1481–1482,-,Xystodesmus martensii,Kanagawa Pref.: Yokohama-shi
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.335511,139.575742,-,神奈川県,本州,L00168,1482,-,Xystodesmus martensii,Kamakura-shi
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.239394,139.059921,1953-IX-24,神奈川県,本州,L00168,1482,-,Xystodesmus martensii,"Miyanoshita, Hakone-machi, Ashigarashimo-gun"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.4942537,138.7076627,1970-VI-23,山梨県,本州,L00168,1482,-,Xystodesmus martensii,"Yamanashi Pref.: Mt. Ashiwada-san, Ashiwada-mura, Minamitsuru-gun"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.71796958,139.2500334,-,静岡県,本州,L00168,1482,-,Xystodesmus martensii,"Shizuoka Pref.: Ajiro, Atami-shi"
6_文献記録,タカクワヤスデ,Xystodesmus martensii,34.708806,138.921333,-,静岡県,本州,L00168,1482,-,Xystodesmus martensii,Shimoda-shi
6_文献記録,タカクワヤスデ,Xystodesmus martensii,34.6916889,138.8384897,1978-VIII-26,静岡県,本州,L00168,1482,-,Xystodesmus martensii,"Aono, Minamiizu-chô, Kamo-gun"
6_文献記録,-,Xystodesmus tokaiensis,34.7984158,138.075431,1991-X-06,静岡県,本州,L00168,1482,-,Xystodesmus tokaiensis,"Kotonomama-hachiman-jingû, along National Highway 1, Yasaka, Kakegawa-shi"
6_文献記録,-,Xystodesmus tokaiensis,34.741608,137.937275,1967-VIII-08,静岡県,本州,L00168,1482,-,Xystodesmus tokaiensis,Fukuroi-shi
6_文献記録,-,Xystodesmus tokaiensis,34.872877,137.812157,1991-III-26,静岡県,本州,L00168,1482–1483,-,Xystodesmus tokaiensis,"<i>Cryptomeria japonica</i> forest, Higashikumona, Tenryu-shi"
6_文献記録,-,Xystodesmus tokaiensis,34.897385,137.824885,1991-III-25,静岡県,本州,L00168,1483,-,Xystodesmus tokaiensis,"<i>C. japonica</i> forest, Funakira ~ Ôkawa, Tenryu-shi"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,34.897385,137.824885,1991-V-25,静岡県,本州,L00168,1483,-,Xystodesmus serrulatus,"<i>Cryptomeria japonica</i> forest, Funakira ~ Ôkawa, Tenryu-shi"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,34.94677908,137.8027999,1991-III-26,静岡県,本州,L00168,1483,-,Xystodesmus serrulatus,"<i>C. japonica</i> forest, Yokoyama, Tenryu-shi"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,34.92641389,137.5844389,1991-III-24,愛知県,本州,L00168,1483,-,Xystodesmus serrulatus,"Aichi Pref.: <i>C. japonica</i> forest, Kurahira, Hourai-chô, Minamishitara-gun"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,34.5010485,136.7967998,1987-VIII-08,三重県,本州,L00168,1483,-,Xystodesmus serrulatus,"Mie Pref.: Matsushita-jinja Shrine, along National Highway 167, Futami-chô Watarai-gun"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,34.51745,136.1959399,1988-V-14,奈良県,本州,L00168,1483,-,Xystodesmus serrulatus,"<i>C. japonica</i> forest, along National Highway 368, 0.5 km NW from jct. National Highway 369, Shikitsu, Kôzue, Mitsue-mura, Uda-gun"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,33.97941944,135.2141806,1991-IV-07,和歌山県,本州,L00168,1483,-,Xystodesmus serrulatus,"Wakayama Pref.: <i>Cryptomeria japonica</i> + <i>Chamaecyparis obtusa</i> mixed forest, Terasoma, Shimotsugi, Hirokawa-chô, Arida-gun"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,33.941636,135.131325,1991-IV-07,和歌山県,本州,L00168,1483,-,Xystodesmus serrulatus,"<i>Cryptomeria japonica</i> + <i>Chamaecyparis obtusa</i> mixed forest, along National Highway 42, Ikeda, Hidaka-chô, Hidaka-gun"
6_文献記録,タカクワヤスデ属の一種,Xystodesmus sp. [Kochi_Yamakita],33.9545621,134.4146481,1991-IX-05,徳島県,四国,L00168,1483,-,Xystodesmus serrulatus,"Tokushima Pref.: <i>Cryptomeria japonica forest, near Ôkawara-kôgen highlands, Sanagouchi-son, Myôdô-gun"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,35.5852854,136.7472522,-,岐阜県,本州,L00168,1483–1484,-,Xystodesmus serrulatus,"Gifu Pref.: Kugô-dô Cave, Miyama-chô, Yamagata-gun"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,34.284927,136.196367,-,三重県,本州,L00168,1484,-,Xystodesmus serrulatus,"Mie Pref.: Miyagawa Dam, Miyagawa-mura, Taki-gun"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,33.90999444,135.8836389,-,奈良県,本州,L00168,1484,-,Xystodesmus serrulatus,"Tado, Taro-kyô Ravine, Kumano-shi"
6_文献記録,キタヤマタカクワヤスデ,Xystodesmus serrulatus,33.91973221,135.9107225,-,和歌山県,本州,L00168,1484,-,Xystodesmus serrulatus,"Nara Pref.: Kitayama-kyô Ravine, Yoshino-gun"
6_文献記録,ニッコウヤスデ,Xystodesmus nikkoensis,36.75687275,139.5257936,-,栃木県,本州,L00168,1484,-,Xystodesmus nikkoensis,Nikko-shi
6_文献記録,タカクワヤスデ属の一種,Xystodesmus sp. [Kagoshima_Yakushima_Nikkomodoki],30.306574,130.62945,1987-IV-15,鹿児島県,屋久島,L00168,1484,-,Xystodesmus nikkoensis,"Kagoshima Pref.: <i>Cryptomeria japonica</i> forest, 200 m alt., along Anbô-rindô Woodland Pass, 2.48 km from the entrance, Yaku-chô, Kumage-gun, Yaku-shima Is., off the southern coast of Kyushu, the South-West Is."
6_文献記録,トリデヤスデ,Xystodesmus gracilipes,33.9931478,133.3637126,1965-V-25,愛媛県,新居大島,L00168,1485,-,Xystodesmus gracilipes,"Ehime Pref.: Ôshimahachiman-jinja Shrine, Ôshima Is., Niihama-shi"
6_文献記録,トリデヤスデ,Xystodesmus gracilipes,33.9931478,133.3637126,1985-VI-19,愛媛県,新居大島,L00168,1485,-,Xystodesmus gracilipes,"Ehime Pref.: Ôshimahachiman-jinja Shrine, Ôshima Is., Niihama-shi"
6_文献記録,トリデヤスデ,Xystodesmus gracilipes,33.9931478,133.3637126,1987-IV-15–1987-IV-16,愛媛県,新居大島,L00168,1485,-,Xystodesmus gracilipes,"Ehime Pref.: Ôshimahachiman-jinja Shrine, Ôshima Is., Niihama-shi"
6_文献記録,トリデヤスデ,Xystodesmus gracilipes,33.930756,133.542592,1963-V-17,愛媛県,四国,L00168,1485,-,Xystodesmus gracilipes,"Near Lake Kinsha-ko, Iyomishima-shi, Ehime Pref."
6_文献記録,（シロウズアマビコヤスデ）,Xystodesmus shirozui,34.21925,129.240444,1987-X-06,長崎県,対馬,L00168,1486,-,Xystodesmus shirozui,"Nagasaki Pref.: <i>Cryptomeria japonica</i> forest, along prefectural road 44, 19.9 km W jct. National Highway 382, Izuhara-chô, Shimoagata-gun, Tsushima Is., off the northern coast of Kyushu"
6_文献記録,（シロウズアマビコヤスデ）,Xystodesmus shirozui,34.21925,129.240444,1987-X-07,長崎県,対馬,L00168,1486,-,Xystodesmus shirozui,"Nagasaki Pref.: <i>Cryptomeria japonica</i> forest, along prefectural road 44, 19.9 km W jct. National Highway 382, Izuhara-chô, Shimoagata-gun, Tsushima Is., off the northern coast of Kyushu"
6_文献記録,（シロウズアマビコヤスデ）,Xystodesmus shirozui,33.740093,129.704948,1987-X-08,長崎県,壱岐島,L00168,1486,-,Xystodesmus shirozui,"<i>C. japonica</i> forest, Mt. Takenotsuji, 170 m alt. Gônoura-chô, Iki-gun, Iki Is., off the northern coast of Kyushu"
6_文献記録,（シロウズアマビコヤスデ）,Xystodesmus shirozui,33.740093,129.704948,1987-X-09,長崎県,壱岐島,L00168,1486,-,Xystodesmus shirozui,"<i>C. japonica</i> forest, Mt. Takenotsuji, 170 m alt. Gônoura-chô, Iki-gun, Iki Is., off the northern coast of Kyushu"
6_文献記録,（シロウズアマビコヤスデ）,Xystodesmus shirozui,34.662861,129.479472,-,長崎県,対馬,L00168,1486,-,Xystodesmus shirozui,"Mt. Gongen-san, Hitakatsu, Kamitsushima-chô, Kamiagata-gun, Tsushima Is., Nagasaki Pref."
6_文献記録,（シロウズアマビコヤスデ）,Xystodesmus shirozui,34.204303,129.282612,1978-IV-15–1978-IV-16,長崎県,対馬,L00168,1486,-,Xystodesmus shirozui,"Near Manshôin, Izuhara-chô, Shimoagata-gun, Tsushima Is., Nagasaki Pref."
6_文献記録,タカクワヤスデ属の一種,Xystodesmus sp. [Aichi_Suse],34.799054,137.491766,1991-V-26,愛知県,本州,L00168,1486,-,Xystodesmus sp. Cluster F,"<i>Cryptomeria japonica</i> + <i>Chamaecyparis obtusa</i> forest, along National Highway 362 (old), Motosaka-tôge Pass, Toyohashi-shi, Aichi Pref."
6_文献記録,タカクワヤスデ属の一種,Xystodesmus sp. [Ishikawa_Komatsu],36.250283,136.513219,1983-IV-29,石川県,本州,L00168,1486,-,Xystodesmus sp. Cluster G,"Ôsugi-dani, Komatsu-shi, Ishikawa Pref."
6_文献記録,タカクワヤスデ属の一種,Xystodesmus sp. [Okinawa_Kume],26.375764,126.7712,1993-II-23,沖縄県,久米島,L00168,1486,-,Xystodesmus sp. Cluster I,"Forest of <i>Pinus luchuensis</i> and broad-leaved ever green trees, Kanegusuku ~ Self-Defense Force base, 2.2 km N jct. pref. road, 90 m alt., Gushikawa-son, Shimajiri-gun, Okinawa Pref."
6_文献記録,タカクワヤスデ属の一種,Xystodesmus sp. [Yamagata_Niiyama],38.225057,140.435863,1988-X-10,山形県,本州,L00168,1486,-,Xystodesmus sp. Cluster J,"<i>Cryptomeria japonica</i> forest, 480 m alt., along National Highway 286, Niiyama, Yamagata-shi, Yamagata Pref."
6_文献記録,（トゲトゲアオヤスデ）,Rhysodesmus spinosissimus,33.268917,132.652417,-,愛媛県,四国,L00168,1486,-,Rhysodesmus spinosissumus[sic],"Ehime Pref., Shikoku, Japan"
6_文献記録,（ハチヒゲアマビコヤスデ）,Riukiaria geniculata,32.955619,129.715641,-,長崎県,九州,L00168,1486,-,Riukiaria geniculata,"Nagasaki-shi, Kyushu, Japan"
6_文献記録,（コバアマビコヤスデ）,Riukiaria spiralipes,26.321364,126.779714,-,沖縄県,久米島,L00168,1486,-,Riukiaria spiralipes,"Kume-jima Is., the Ryukyu Is., Japan"
6_文献記録,（リュウキュウアマビコヤスデ）,Riukiaria variata,26.683117,128.1354,-,沖縄県,沖縄島,L00168,1486,-,Riukiaria variata,"Okinawa-jima Is., Ryukyu Is., Japan"
6_文献記録,エリヤスデ属の一種,Eutrichodesmus sp.,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,エリヤスデ属の一種,Eutrichodesmus sp.,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,シロハダヤスデ科の一種,Cryptodesmidae gen. sp.,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,シロハダヤスデ科の一種,Cryptodesmidae sp.,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,ヒメオビヤスデ科の一種,Opisotretidae gen. sp.,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,ヒメオビヤスデ科の一種,Opisotretidae sp.,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,フジヤスデ属の一種,Anaulaciulus sp.,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,フジヤスデ属の一種,Anaulaciulus sp.,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,ウマガエシアカヤスデ,Nedyopus tambanus mangaesinus,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,アカヤスデ,Nedyopus tambanus,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,ババヤスデ科の一種,Xystodesmidae gen. sp.,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,ババヤスデ科の一種,Xystodesmidae sp.,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,オウギヤスデ,Cryptocorypha japonica,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,オウギヤスデ,Cryptocorypha japonica,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,ヒラタヤスデ,Brachycybe nodulosa,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,ヒラタヤスデ,Brachycybe nodulosa,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,タカクワヤスデ,Xystodesmus martensii,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,タカクワヤスデ,Xystodesmus martensii,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,モトオビヤスデ属の一種,Polydesmus sp.,35.573001,139.313729,2016–2020,神奈川県,本州,L01114,36,モトオビヤスデ属の一種,Polydesmus sp.,神奈川県相模原市緑区大島相模川左岸の崖地に形成されたガレ場
6_文献記録,タマヤスデ属の一種,Hyleoglomeris sp.,28.2961795,129.3214235,1980-III-25,鹿児島県,奄美大島,L01208,10,-,Hyleoglomeris sp.,"Uken-V. (Mt. Yuwan-dake), Amami-Oshima"
6_文献記録,フジヤスデ属の一種,Anaulaciulus sp.,27.75075427,129.0095212,1980-III-20,鹿児島県,徳之島,L01208,10,-,Anaulaciulus sp.,"Kametoku, Tokuno Is."
6_文献記録,アカヤスデ属の一種,Nedyopus sp.,28.2961795,129.3214235,1980-III-25,鹿児島県,奄美大島,L01208,11,-,Nedyopus sp.,"Uken-V., Amami-Oshima"
6_文献記録,アカヤスデ属の一種,Nedyopus sp.,28.354003,129.494064,1980-III-29,鹿児島県,奄美大島,L01208,11,-,Nedyopus sp.,"Nase-C., Amami-Oshima"
6_文献記録,ヤケヤスデ,Oxidus gracilis,27.0615116,128.4170066,1980-III-15,鹿児島県,与論島,L01208,11,-,Oxidus gracilis,"Shinaha, Yoron Is."
6_文献記録,ヤケヤスデ,Oxidus gracilis,27.3662187,128.6005328,1980-III-18,鹿児島県,沖永良部島,L01208,11,-,Oxidus gracilis,"Tomari, Okino-erabu Is."
6_文献記録,ヤケヤスデ,Oxidus gracilis,27.75075427,129.0095212,1980-III-19,鹿児島県,徳之島,L01208,11,-,Oxidus gracilis,"Kametoku, Tokuno Is."
6_文献記録,シロハダヤスデ属の一種,Kiusiunum sp.,27.75075427,129.0095212,1980-III-20,鹿児島県,徳之島,L01208,11,-,Kiusiunum sp.,"Kametoku, Tokuno Is."
6_文献記録,ホルストネジアシヤスデ,Helicorthomorpha holstii,27.0615116,128.4170066,1980-III-15,鹿児島県,与論島,L01208,11,-,Helicorthomorpha holstii,"Shinaha, Yoron Is."
6_文献記録,ホルストネジアシヤスデ,Helicorthomorpha holstii,27.3662187,128.6005328,1980-III-18,鹿児島県,沖永良部島,L01208,11,-,Helicorthomorpha holstii,"Tomari, Okino-erabu Is."
6_文献記録,ホルストネジアシヤスデ,Helicorthomorpha holstii,28.31337408,129.4559539,1980-III-23,鹿児島県,奄美大島,L01208,11,-,Helicorthomorpha holstii,"Gusuku, Sumiyo-V., Amami-Oshima"
6_文献記録,フジヤスデ属の一種,Anaulaciulus sp.,24.2417433,124.00745,VIII-16,沖縄県,黒島 (沖縄県),L01359,18,-,Anaulaciulus sp.,黒島（黒島小中学校）
6_文献記録,ヤケヤスデ,Oxidus gracilis,24.365314,124.17721,VIII-15,沖縄県,石垣島,L01359,18,ヤケヤスデ,Oxidus gracilis,石垣島（石垣市内）
6_文献記録,ヤケヤスデ,Oxidus gracilis,24.42206944,123.7773111,VIII-15,沖縄県,西表島,L01359,18,ヤケヤスデ,Oxidus gracilis,西表島（浦内）
6_文献記録,マクラギヤスデ,Niponia nodulosa,24.385869,123.751772,VIII-14,沖縄県,西表島,L01359,18,マクラギヤスデ,Niponia nodulosa,西表島（祖納岳麓）
6_文献記録,ヤットコアマビコヤスデ,Riukiaria chelifer,24.385869,123.751772,VIII-14,沖縄県,西表島,L01359,18,-,Riukiaria chelifer,西表島（祖納岳麓）
6_文献記録,イソフサヤスデ,Eudigraphis nigricans,33.929207,131.969184,2017-XII-19,山口県,本州,L01294,5,イソフサヤスデ,Eudigraphis takakuwai takakuwai,"光市室積４丁目（33.929207, 131.969184）（砂浜海岸）"
6_文献記録,ウスアカフサヤスデ,Eudigraphis takakuwai,33.9280903,132.0369141,2018-III-17,山口県,本州,L01294,5,ウスアカフサヤスデ,Eudigraphis takakuwai kinutensis,"田布施町麻郷 高松八幡宮（33.9280903, 132.0369141）（樹林, 標高50m）"
6_文献記録,ハイイロフサヤスデ,Eudigraphis kinutensis,34.171067,132.177841,2018-III-03,山口県,本州,L01294,6,ハイイロチビフサヤスデ,Eudigraphis takakuwai kinutensis,"岩国市横山（34.171067, 132.177841）（標高 7 m）"
6_文献記録,ハイイロフサヤスデ,Eudigraphis kinutensis,33.962346,132.124516,2018-III-11,山口県,本州,L01294,6,ハイイロチビフサヤスデ,Eudigraphis takakuwai kinutensis,"柳井市柳井宮本東 代田八幡宮（33.962346, 132.124516）（神社境内, 標高 7 m）"
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.504386,140.603523,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.512298,140.644391,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.440292,140.558689,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.435077,140.581848,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.427824,140.58826,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.422411,140.603952,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.393239,140.585512,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.397398,140.592121,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.393409,140.593623,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.385975,140.599674,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.394532,140.602558,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.397359,140.610406,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.402681,140.616862,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.395654,140.624952,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.374318,140.634606,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.371668,140.621502,-,福島県,本州,L01077,20–21,エゾフジヤスデ,Trichopachyiulus niponicus,-
6_文献記録,フジヤスデモドキ,Japanioiulus lobatus,37.386914,140.629761,2019-V-26,福島県,本州,L01077,22,エゾフジヤスデ,Trichopachyiulus niponicus,田村市大越駅付近の牧野川堤防上
6_文献記録,ヤマシナタマヤスデ,Hyleoglomeris yamashinai,26.7038481,128.0105986,1991-I-10–1991-I-11,沖縄県,古宇利島,L00263,10,オキナワタマヤスデ,Hyleoglomeris yamashinai,ポイント4
6_文献記録,アカヤスデ属の一種,Nedyopus sp. [Ryukyu_Large],26.708307,128.0238581,1991-I-10–1991-I-11,沖縄県,古宇利島,L00263,10,ツツヤスデの一種,Kronopolites sp.,ポイント3
6_文献記録,アカヤスデ属の一種,Nedyopus sp. [Ryukyu_Large],26.7038481,128.0105986,1991-I-10–1991-I-11,沖縄県,古宇利島,L00263,10,ツツヤスデの一種,Kronopolites sp.,ポイント4
6_文献記録,ヤマシナフジヤスデ,Anaulaciulus yamashinai,26.6999838,128.0261419,1991-I-10–1991-I-11,沖縄県,古宇利島,L00263,11,ヤマシナフジヤスデ,Fusiulus yamashinai,ポイント1
6_文献記録,オキナワフジヤスデ,Anaulaciulus okinawaensis,26.1693751,127.7473254,1990-XI,沖縄県,沖縄島,L00263,11,オキナワフジヤスデ,-,大里村新興住宅地グリーンタウン
6_文献記録,オキナワフジヤスデ,Anaulaciulus okinawaensis,26.17174443,127.6928713,1990-XI,沖縄県,沖縄島,L00263,11,オキナワフジヤスデ,-,平良
6_文献記録,オキナワフジヤスデ,Anaulaciulus okinawaensis,26.19347778,127.7409806,1990-XI,沖縄県,沖縄島,L00263,11,オキナワフジヤスデ,-,福原区
6_文献記録,ヤンバルトサカヤスデ,Chamberlinius hualienensis,26.310771,127.7843536,1983-XI-14,沖縄県,沖縄島,L00263,11,ヤンバルトサカヤスデ,-,北中城村屋宜原
6_文献記録,ホルストネジアシヤスデ,Helicorthomorpha holstii,35.71121241,139.8145814,-,東京都,本州,L00263,11,ネジアシヤスデ,-,東京下町墨田区
6_文献記録,ミドリババヤスデ,Parafontaria tonominea [acutidens],36.487538,138.918921,-,群馬県,本州,L00176,160,-,Fontaria (Japonaria) coarctata acutidens,Ikaho bei Tokyo
6_文献記録,ウマガエシアカヤスデ,Nedyopus tambanus mangaesinus,35.459028,139.567417,-,神奈川県,本州,L00176,162,-,Nedyopus tambanus mangaesinus,Umgebung von Yokohama
6_文献記録,クロヒメヤスデ,Karteroiulus niger,36.79365218,139.4515113,-,栃木県,本州,L00184,284,-,Karteroiulus niger,"Japan, Nikko"
6_文献記録,イソフサヤスデ,Eudigraphis nigricans,34.337263,133.868253,2020-VII-23,香川県,四国,L01216,88,イソフサヤスデ,Eudigraphis nigricans,坂出市林田町 綾川河口
6_文献記録,ウスアカフサヤスデ,Eudigraphis takakuwai,34.228339,134.076423,2019-IV-21,香川県,四国,L01216,89,ウスアカフサヤスデ,Eudigraphis takakuwai,高松市西植田町
6_文献記録,ウスアカフサヤスデ,Eudigraphis takakuwai,34.289921,134.117207,2021-V-28,香川県,四国,L01216,89,ウスアカフサヤスデ,Eudigraphis takakuwai,高松市亀田町 吉尾山
6_文献記録,ウスアカフサヤスデ,Eudigraphis takakuwai,34.2561618,134.0761788,2021-V-28,香川県,四国,L01216,89,ウスアカフサヤスデ,Eudigraphis takakuwai,高松市池田町 上佐山
6_文献記録,ウスアカフサヤスデ,Eudigraphis takakuwai,34.339432,133.931382,2021-VII-02,香川県,四国,L01216,89,ウスアカフサヤスデ,Eudigraphis takakuwai,坂出市青海町
6_文献記録,ハイイロフサヤスデ,Eudigraphis kinutensis,34.228339,134.076423,2018-IX-24,香川県,四国,L01216,89,ハイイロチビフサヤスデ,Eudigraphis kinutensis,高松市西植田町
6_文献記録,ハイイロフサヤスデ,Eudigraphis kinutensis,34.275799,134.125051,2018-IX-24,香川県,四国,L01216,89,ハイイロチビフサヤスデ,Eudigraphis kinutensis,木田郡三木町池戸 香川大学農学部キャンパス
6_文献記録,ホルストアマビコヤスデ,Riukiaria holstii,26.527408,127.946178,-,沖縄県,沖縄島,L01322,1515,-,Riukiaria holstii,Okinawa Island
