記録の分類_タイプ産地or標本記録or文献記録or疑わしいかどうか,和名,学名,Latitude_assumed,Longitude_assumed,日付,都道府県_jp,島_jp,文献ID,掲載ページ,文献中の和名,文献中で有効とされる学名_文献紹介など、その文献中で有効とされる学名がわからない場合はハイフンを記入してください。,場所（原文ママ）
6_文献記録,ブンゴオビヤスデ,Epanerchodus etoi bungonis,32.98597412,131.7088308,1971-VII-29,大分県,九州,L00094,203,ブンゴオビヤスデ,Epanerchodus etoi bungonis,"Iwaya-no-ana Cave, Nozu-machi, Ôita Pref."
6_文献記録,エトウオビヤスデ,Epanerchodus etoi etoi,34.229643,131.320868,1969-X-20,山口県,本州,L00094,203,-,Epanerchodus etoi etoi,"""Ôkubo-no-ana"" at the Akiyoshi-dai Karst, Yamaguchi Prefecture"
6_文献記録,イリエノコギリヤスデ,Prionomatis iriei,32.72246944,130.9392667,1969-VIII-27,熊本県,九州,L00096,190,Irie Nokogiriyasude,Prionomatis iriei,"Fusé-dô Cave, at Fusé of Yabé-chô, in Kumamoto Prefecture"
6_文献記録,イリエノコギリヤスデ,Prionomatis iriei,32.595925,130.816081,1966-VI-19,熊本県,九州,L00096,190,Irie Nokogiriyasude,Prionomatis iriei,"Daiichi-tsubaki-dô Cave, at Tsubaki of Toshiné in Chû-ô-son, Kumamoto Prefecture"
6_文献記録,イリエノコギリヤスデ,Prionomatis iriei,32.595925,130.816081,1966-XII-11,熊本県,九州,L00096,190,Irie Nokogiriyasude,Prionomatis iriei,"Daiichi-tsubaki-dô Cave, at Tsubaki of Toshiné in Chû-ô-son, Kumamoto Prefecture"
6_文献記録,イリエノコギリヤスデ,Prionomatis iriei,32.595925,130.816081,1969-IV-15,熊本県,九州,L00096,190,Irie Nokogiriyasude,Prionomatis iriei,"Daiichi-tsubaki-dô Cave, at Tsubaki of Toshiné in Chû-ô-son, Kumamoto Prefecture"
6_文献記録,ウエノノコギリヤスデ,Prionomatis uenoi,32.413908,130.407164,1957-XI-24,熊本県,上島,L00096,192,Uéno Nokogiriyasude,Prionomatis uenoi,"Gongen-yama-dô Cave, at Kôjirô, Himedo-chô, Amakusa, Kumamoto Prefecture"
6_文献記録,ウエノノコギリヤスデ,Prionomatis uenoi,32.413908,130.407164,1969-IV-17,熊本県,上島,L00096,192,Uéno Nokogiriyasude,Prionomatis uenoi,"Gongen-yama-dô Cave, at Kôjirô, Himedo-chô, Amakusa, Kumamoto Prefecture"
6_文献記録,ウエノノコギリヤスデ,Prionomatis uenoi,32.4141676,130.4078392,1970-VIII-06,熊本県,上島,L00096,192,Uéno Nokogiriyasude,Prionomatis uenoi,"Kitamiya-no-ana Cave, at Kôjirô, Himedo-chô, Amakusa, Kumamoto Prefecture"
6_文献記録,リュウキュウヒメオビヤスデ,Corypholophus ryukyuensis,24.4697426,122.9921363,1972-X-21,沖縄県,与那国島,L00097,89,Ryukyu Chibiyasude,Corypholophus ryukyuensis,"Shiobaru-abu Cave, Shiobaru, Yonaguni-chô"
6_文献記録,ニホンフサヤスデ属の一種,Eudigraphis sp.,26.420444,127.809389,1972-VII-23,沖縄県,沖縄島,L00097,89,-,Monographis sp.,"Tera-no-gama Cave, Kadekaru, Ishikawa-shi"
6_文献記録,ニホンフサヤスデ属の一種,Eudigraphis sp.,26.360667,127.854472,1970-VIII-29,沖縄県,沖縄島,L00097,89,-,Monographis sp.,"Mayaa-gama Cave, Uezu, Gushikawa-shi"
6_文献記録,ニホンフサヤスデ属の一種,Eudigraphis sp.,26.360667,127.854472,1972-VII-23,沖縄県,沖縄島,L00097,89,-,Monographis sp.,"Mayaa-gama Cave, Uezu, Gushikawa-shi"
6_文献記録,ニホンフサヤスデ属の一種,Eudigraphis sp.,26.4944155,127.9930189,1972-VII-27,沖縄県,沖縄島,L00097,89,-,Monographis sp.,"Mee-gaa Cave, Matsuda, Ginoza-son, Kunigami-gun"
6_文献記録,ニホンフサヤスデ属の一種,Eudigraphis sp.,24.8335202,125.29293,1972-VIII-03,沖縄県,宮古島,L00097,89,-,Monographis sp.,"Rinkô-abu Cave, Narikaa, Hirara-shi"
6_文献記録,ヤマシナタマヤスデ,Hyleoglomeris yamashinai,26.4552683,127.9215829,1965-V-22,沖縄県,沖縄島,L00097,90,Yamashina Tamayasude,Hyleoglomeris yamashinai,"Nisshû-dô Cave, Kin, Kin-son, Kunigami-gun"
6_文献記録,ヤマシナタマヤスデ,Hyleoglomeris yamashinai,26.226804,127.717737,1972-II-22,沖縄県,沖縄島,L00097,90,Yamashina Tamayasude,Hyleoglomeris yamashinai,"Zukeran-dô Cave, Zukeran, Kitanakagusuku-son, Nakagami-gun"
6_文献記録,ヤマシナタマヤスデ,Hyleoglomeris yamashinai,26.154081,127.779508,1972-VII-17,沖縄県,沖縄島,L00097,90,Yamashina Tamayasude,Hyleoglomeris yamashinai,"Ufuniku-gama Cave, Eekibaru, Tamashiro-son, Shimajiri-gun"
6_文献記録,ヤマシナタマヤスデ,Hyleoglomeris yamashinai,26.360667,127.854472,1972-VII-23,沖縄県,沖縄島,L00097,90,Yamashina Tamayasude,Hyleoglomeris yamashinai,"Mayaa-gama Cave, Uezu, Gushikawa-shi"
6_文献記録,ヤマシナタマヤスデ,Hyleoglomeris yamashinai,26.2710543,127.7420981,1972-VII-25,沖縄県,沖縄島,L00097,90,Yamashina Tamayasude,Hyleoglomeris yamashinai,"Mayaa-abu Cave, Mashiki, Ginowan-shi"
6_文献記録,マギータマヤスデ,Hyleoglomeris magy,26.154081,127.779508,1972-VII-17,沖縄県,沖縄島,L00097,92,-,-,"Ufuniku-gama Cave, Eekibaru, Tamashiro-son, Shimajiri-gun"
6_文献記録,リュウキュウヤハズヤスデ,Glyphiulus septentrionalis,26.2931973,127.7775334,1972-VII-25,沖縄県,沖縄島,L00097,98,Ryukyu Yahazuyasude,Glyphiulus septentrionalis,"Futenma-dô Cave, Futenma, Ginowan-shi"
6_文献記録,リュウキュウヤハズヤスデ,Glyphiulus septentrionalis,26.226804,127.717737,1972-II-22,沖縄県,沖縄島,L00097,98,Ryukyu Yahazuyasude,Glyphiulus septentrionalis,"Zukeran-dô Cave, Zukeran, Kitanakagusuku-son, Nakagami-gun"
6_文献記録,リュウキュウヤハズヤスデ,Glyphiulus septentrionalis,26.2839735,127.7791612,1972-VII-25,沖縄県,沖縄島,L00097,98,Ryukyu Yahazuyasude,Glyphiulus septentrionalis,"Taabaru-gama Cave, Nodaké, Ginowan-shi"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.4552683,127.9215829,1965-V-22,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Nisshû-dô Cave, Kin, Kin-son, Kunigami-gun"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.4552683,127.9215829,1972-VII-23,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Nisshû-dô Cave, Kin, Kin-son, Kunigami-gun"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.226804,127.717737,1972-II-22,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Zukeran-dô Cave, Zukeran, Kitanakagusuku-son, Nakagami-gun"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.426699,127.781926,1972-VII-23,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Kabuyaa-gama Cave, Yamada, Onna-son, Nakagami-gun"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.360667,127.854472,1972-VII-23,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Mayaa-gama Cave, Uezu, Gushikawa-shi"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.420444,127.809389,1972-VII-23,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Tera-no-gama Cave, Kadekaru, Ishikawa-shi"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.2931973,127.7775334,1972-VII-25,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Futenma-dô Cave, Futenma, Ginowan-shi"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.2839735,127.7791612,1972-VII-25,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Taabaru-gama Cave, Nodaké, Ginowan-shi"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.4944155,127.9930189,1972-VII-27,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Mee-gaa Cave, Matsuda, Ginoza-son, Kunigami-gun"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.1619434,127.7734014,1972-VII-29,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Amachijô-gama Cave, Eekibaru, Tamashiro-son, Shimajiri-gun"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.667917,127.895286,1972-IX-09,沖縄県,沖縄島,L00097,99,Himoyasude,Dolichoglyphius asper,"Nobaru-gama Cave, Nobaru, Motobu-chô, Kunigami-gun"
6_文献記録,ヒモヤスデ,Dolichoglyphius asper asper,26.324475,127.963197,1965-V-24,沖縄県,浜比嘉島,L00097,99,Himoyasude,Dolichoglyphius asper,"Ôabu-gama Cave, Hamahiga, Yonagusuku-son, Nakagami-gun"
6_文献記録,フジヤスデ属の一種,Anaulaciulus sp.,26.226804,127.717737,1972-II-22,沖縄県,沖縄島,L00097,104,-,Anaulaciulus sp.,"Zukeran-dô Cave, Zukeran, Kitanakagusuku-son, Nakagami-gun"
6_文献記録,ヤケヤスデ,Oxidus gracilis,27.357078,128.560754,1972-IV-04,鹿児島県,沖永良部島,L00097,105,Yakeyasude,Oxidus gracilis,"Erabu-dô Cave, China-chô"
6_文献記録,ヤケヤスデ,Oxidus gracilis,26.2931973,127.7775334,1972-VII-25,沖縄県,沖縄島,L00097,105,Yakeyasude,Oxidus gracilis,"Futenma-dô Cave, Futenma, Ginowan-shi"
6_文献記録,ヤケヤスデ,Oxidus gracilis,26.2839735,127.7791612,1972-VII-25,沖縄県,沖縄島,L00097,105,Yakeyasude,Oxidus gracilis,"Taabaru-gama Cave, Nodaké, Ginowan-shi"
6_文献記録,ヤケヤスデ,Oxidus gracilis,26.369581,126.733475,1972-VIII-04,沖縄県,久米島,L00097,105,Yakeyasude,Oxidus gracilis,"Yajaa-gama Cave, Nakachi, Gushikawa-son"
6_文献記録,ヤケヤスデ,Oxidus gracilis,24.7330323,125.3778404,1963-X-18,沖縄県,宮古島,L00097,105,Yakeyasude,Oxidus gracilis,"Abucha-dô Cave, Nakabari, Gusukubé-chô"
6_文献記録,ヤケヤスデ,Oxidus gracilis,24.365314,124.17721,1972-VII-30,沖縄県,石垣島,L00097,105,Yakeyasude,Oxidus gracilis,"Fukubuku-iizaa Cave, Shiinabaru, Ishigaki-shi"
6_文献記録,マクラギヤスデ,Niponia nodulosa,24.35274131,124.1937215,1972-VII-31,沖縄県,石垣島,L00097,107,-,Niponia sp.,"Hai-fusutô-iizaa Cave, Furusuto, Ôhama, Ishigaki-shi"
6_文献記録,マクラギヤスデ,Niponia nodulosa,26.369581,126.733475,1972-VIII-04,沖縄県,久米島,L00097,107,-,Niponia sp.,"Yajaa-gama Cave, Nakachi, Gushikawa-son"
6_文献記録,リュウキュウヒメオビヤスデ,Corypholophus ryukyuensis,26.1403423,127.7494344,1972-VII-28,沖縄県,沖縄島,L00097,109,Ryukyu Chibiyasude,Corypholophus ryukyuensis,"Gyokusen-dô Cave, Maekawa, Gushikami-son, Shimajiri-gun"
6_文献記録,リュウキュウヒメオビヤスデ,Corypholophus ryukyuensis,24.35274131,124.1937215,1972-VII-31,沖縄県,石垣島,L00097,109,Ryukyu Chibiyasude,Corypholophus ryukyuensis,"Hai-fusutô-iizaa Cave, Furusuto, Ôhama, Ishigaki-shi"
6_文献記録,リュウキュウヒメオビヤスデ,Corypholophus ryukyuensis,24.8335202,125.29293,1972-VIII-03,沖縄県,宮古島,L00097,109,Ryukyu Chibiyasude,Corypholophus ryukyuensis,"Rinkô-abu Cave, Narikaa, Hirara-shi"
6_文献記録,リュウキュウヒメオビヤスデ,Corypholophus ryukyuensis,27.75521595,129.0264932,1972-VII-31,鹿児島県,徳之島,L00097,110,-,-,"Maeyama Cave, Tokuwasé, Tokunoshima-chô"
6_文献記録,リュウキュウヒメオビヤスデ,Corypholophus ryukyuensis,27.357078,128.560754,1972-IV-04,鹿児島県,沖永良部島,L00097,110,-,-,"Erabu-dô Cave, China-chô"
6_文献記録,リュウキュウヒメオビヤスデ,Corypholophus ryukyuensis,27.0284903,128.4321174,1972-VIII-06,鹿児島県,与論島,L00097,110,-,-,"Ya-gô Cave, Gusuku"
6_文献記録,エリヤスデ属の一種,Eutrichodesmus sp.,24.444658,122.9665331,1972-X-22,沖縄県,与那国島,L00097,110,-,Oniscodesmidae Gen. et sp. inedit.[sic],"Hyandagu-abu Cave, Kubura, Yonaguni-chô"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.4552683,127.9215829,1965-V-22,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Nisshû-dô Cave, Kin, Kin-son, Kunigami-gun"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.4552683,127.9215829,1970-VIII-25,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Nisshû-dô Cave, Kin, Kin-son, Kunigami-gun"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.4552683,127.9215829,1972-VII-23,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Nisshû-dô Cave, Kin, Kin-son, Kunigami-gun"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.426699,127.781926,1971-II-08,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Kabuyaa-gama Cave, Yamada, Onna-son, Nakagami-gun"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.2931973,127.7775334,1972-VII-25,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Futenma-dô Cave, Futenma, Ginowan-shi"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.2839735,127.7791612,1972-VII-25,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Taabaru-gama Cave, Nodaké, Ginowan-shi"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.1619434,127.7734014,1972-VII-29,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Amachijô-gama Cave, Eekibaru, Tamashiro-son, Shimajiri-gun"
6_文献記録,ホラオビヤスデ,Epanerchodus subterraneus,26.420444,127.809389,1972-VII-23,沖縄県,沖縄島,L00097,111,Hora Obiyasude,Epanerchodus subterraneus,"Tera-no-gama Cave, Kadekaru, Ishikawa-shi"
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.378492,132.736439,1970-X-31,愛媛県,四国,L00098,12,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Kurosegawa-dô Cave, Hirota, Shimooriyai, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.378492,132.736439,1971-V-09,愛媛県,四国,L00098,12,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Kurosegawa-dô Cave, Hirota, Shimooriyai, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.378492,132.736439,1971-VI-07,愛媛県,四国,L00098,12,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Kurosegawa-dô Cave, Hirota, Shimooriyai, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.378492,132.736439,1971-XI-08,愛媛県,四国,L00098,12,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Kurosegawa-dô Cave, Hirota, Shimooriyai, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.378492,132.736439,1972-X-21,愛媛県,四国,L00098,12,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Kurosegawa-dô Cave, Hirota, Shimooriyai, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.378492,132.736439,1973-II-25,愛媛県,四国,L00098,12,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Kurosegawa-dô Cave, Hirota, Shimooriyai, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.363891,132.630247,1971-VI-07,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Shiinokidaba-no-taté-ana Pot, Shiinokidaba, Nomura-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.363891,132.630247,1971-XI-09,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Shiinokidaba-no-taté-ana Pot, Shiinokidaba, Nomura-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.363891,132.630247,1972-IV-29,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Shiinokidaba-no-taté-ana Pot, Shiinokidaba, Nomura-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.363671,132.642939,1971-XI-08,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Karaiwa-dô Cave, Shiminda, Nomura-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.363671,132.642939,1975-IV-19,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Karaiwa-dô Cave, Shiminda, Nomura-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.38309124,132.6688285,1971-XI-08,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Karaiwa-no-ana Cave, Agé, Nomura-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.38309124,132.6688285,1971-XI-09,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Karaiwa-no-ana Cave, Agé, Nomura-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.3843981,132.8189643,1970-X-31,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Anagami-dô Cave, Narukumi, Kawatsuminami, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.3843981,132.8189643,1971-V-09,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Anagami-dô Cave, Narukumi, Kawatsuminami, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.3843981,132.8189643,1972-X-21,愛媛県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Anagami-dô Cave, Narukumi, Kawatsuminami, Shirokawa-chô, Ehimé Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.26015496,132.8292505,1975-IX-18,高知県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Arinoki-no-kana-udo Mine, at Kojiro-dani, Koshiro (=Kojô), Tôwa-mura, Hata-gun, Kôchi Pref."
6_文献記録,イヨノコギリヤスデ,Prionomatis tetsuoi,33.26015496,132.8292505,1976-X-07,高知県,四国,L00098,13,Iyo Nokogiriyasude,Prionomatis tetsuoi,"Arinoki-no-kana-udo Mine, at Kojiro-dani, Koshiro (=Kojô), Tôwa-mura, Hata-gun, Kôchi Pref."
6_文献記録,リュウガヤスデ,Skleroprotopus inferus,33.69131389,135.4978167,1978-VI-12,和歌山県,本州,L00547,52,-,Skleroprotopus inferus,"Hashinotani-no-ana Mine, Shinohara, Ikuma, Kamitonda-chô, Wakayama Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1975-III-09,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1975-IV-10,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1975-IV-19,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1975-IV-29,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1975-V-08,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1975-V-14,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1976-II-28,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,イチハシヤスデ,Dasynemasoma ichihashii,35.2083491,136.4474393,1976-III-14,三重県,本州,L00099,21,Ichihashi-yasude,Dasynemasoma ichihashii,"Shinodachi-no-kaza-ana Cave, at Shinodachi of Fujiwara-chô, in Mié Pref."
6_文献記録,ネンジュヤスデ,Sinostemmiulus japonicus,34.976471,133.585528,1973-XII-02,岡山県,本州,L00100,32,-,Sinostemmiulus japonicus,"Kazato-no-ana Cave, at Akama of Toyonaga in Niimi-shi, Okayama Prefecture"
6_文献記録,ネンジュヤスデ,Sinostemmiulus japonicus,34.976471,133.585528,1974-VI-25,岡山県,本州,L00100,32,-,Sinostemmiulus japonicus,"Kazato-no-ana Cave, at Akama of Toyonaga in Niimi-shi, Okayama Prefecture"
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.906381,139.102099,1970-IV-22,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Iwamuro, Itô-shi, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.906381,139.102099,1971-X-27,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Iwamuro, Itô-shi, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.906381,139.102099,1972-VII-24,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Iwamuro, Itô-shi, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.923569,139.05674,1970-XI-26,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Karasawabora-no-ana Mine, Okuno, Itô-shi, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.923569,139.05674,1972-V-12,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Karasawabora-no-ana Mine, Okuno, Itô-shi, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.923569,139.05674,1972-X-05,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Karasawabora-no-ana Mine, Okuno, Itô-shi, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.923569,139.05674,1978-XI-04,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Karasawabora-no-ana Mine, Okuno, Itô-shi, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.836061,138.93565,1973-X-12,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Amagi-tôge (about 650 m alt.), SW of Mt. Amagi-san, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.836061,138.93565,1974-XI-18,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Amagi-tôge (about 650 m alt.), SW of Mt. Amagi-san, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.836061,138.93565,1975-VI-15,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Amagi-tôge (about 650 m alt.), SW of Mt. Amagi-san, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.836061,138.93565,1978-XI-03,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Amagi-tôge (about 650 m alt.), SW of Mt. Amagi-san, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.836061,138.93565,1984-X-07,静岡県,本州,L00260,4,Hotaru Himeyasude,Kopidoiulus caecus,"Amagi-tôge (about 650 m alt.), SW of Mt. Amagi-san, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,34.836061,138.93565,1985-IV-22,静岡県,本州,L00260,4–6,Hotaru Himeyasude,Kopidoiulus caecus,"Amagi-tôge (about 650 m alt.), SW of Mt. Amagi-san, Shizuoka Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,35.233869,139.103369,1978-V-13,神奈川県,本州,L00260,6,Hotaru Himeyasude,Kopidoiulus caecus,"Tuff mine called Shiraishijizô-no-ana, at Yumoto, Hakoné-machi, Kanagawa Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,35.233869,139.103369,1978-VI-07,神奈川県,本州,L00260,6,Hotaru Himeyasude,Kopidoiulus caecus,"Tuff mine called Shiraishijizô-no-ana, at Yumoto, Hakoné-machi, Kanagawa Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,35.233869,139.103369,1978-X-14,神奈川県,本州,L00260,6,Hotaru Himeyasude,Kopidoiulus caecus,"Tuff mine called Shiraishijizô-no-ana, at Yumoto, Hakoné-machi, Kanagawa Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,35.233869,139.103369,1978-VII-05,神奈川県,本州,L00260,6,Hotaru Himeyasude,Kopidoiulus caecus,"Tuff mine called Shiraishijizô-no-ana, at Yumoto, Hakoné-machi, Kanagawa Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,35.233869,139.103369,1978-VIII-16,神奈川県,本州,L00260,6,Hotaru Himeyasude,Kopidoiulus caecus,"Tuff mine called Shiraishijizô-no-ana, at Yumoto, Hakoné-machi, Kanagawa Pref."
6_文献記録,ホタルヒメヤスデ,Kopidoiulus caecus,35.233869,139.103369,1979-I-12,神奈川県,本州,L00260,6,Hotaru Himeyasude,Kopidoiulus caecus,"Tuff mine called Shiraishijizô-no-ana, at Yumoto, Hakoné-machi, Kanagawa Pref."
